,ID_REF,m2h 1-pvalue,m2h stat,m2h2-pvalue
46354,237105_at,0.257883589,-0.652273994,0.515767177
6800,1562762_at,0.257885207,-0.652268953,0.515770415
12128,202680_at,0.25792946,-0.65213115,0.51585892
17867,208449_s_at,0.25798777,-0.651949589,0.515975539
18187,208772_at,0.258009087,-0.65188322,0.516018173
34492,225235_at,0.258011783,-0.651874824,0.516023567
37890,228636_at,0.258055615,-0.651738366,0.51611123
1607,1554491_a_at,0.258175177,-0.651366202,0.516350354
42755,233504_at,0.258197562,-0.651296534,0.516395124
18037,208620_at,0.258249669,-0.651134375,0.516499338
4346,1558685_a_at,0.258254271,-0.651120056,0.516508542
54485,53071_s_at,0.258256736,-0.651112384,0.516513472
16483,207037_at,0.258337735,-0.650860351,0.51667547
38711,229457_at,0.258347751,-0.650829188,0.516695502
6010,1561442_at,0.258383529,-0.65071788,0.516767057
11678,202230_s_at,0.25838964,-0.650698867,0.51677928
8904,1568868_at,0.258393516,-0.65068681,0.516787031
53752,244502_at,0.258400982,-0.650663583,0.516801964
45999,236750_at,0.258445981,-0.650523602,0.516891961
36436,227181_at,0.258495581,-0.650369323,0.516991162
49303,240054_at,0.258550435,-0.650198718,0.517100871
24138,214843_s_at,0.258563528,-0.650158,0.517127057
5285,1560316_s_at,0.258598389,-0.650049591,0.517196778
49541,240292_x_at,0.25860226,-0.650037553,0.517204521
44676,235427_at,0.258602497,-0.650036817,0.517204994
36025,226770_at,0.258610222,-0.650012795,0.517220444
45480,236231_at,0.258656015,-0.649870405,0.51731203
28334,219050_s_at,0.258658838,-0.649861628,0.517317675
24652,215358_x_at,0.258670837,-0.649824319,0.517341674
33759,224498_x_at,0.258672431,-0.649819365,0.517344861
26244,216954_x_at,0.258703979,-0.649721277,0.517407958
11564,202116_at,0.258726919,-0.649649961,0.517453837
27605,218320_s_at,0.258778245,-0.649490402,0.51755649
17203,207762_at,0.258807392,-0.6493998,0.517614785
34671,225414_at,0.25884996,-0.649267492,0.51769992
30845,221562_s_at,0.258875073,-0.649189442,0.517750145
37358,228104_at,0.258882018,-0.649167858,0.517764035
11185,201737_s_at,0.258886255,-0.649154687,0.517772511
30028,220744_s_at,0.258911337,-0.649076739,0.517822674
48007,238758_at,0.258934191,-0.649005718,0.517868382
179,1552509_a_at,0.25894503,-0.648972037,0.517890059
14383,204936_at,0.258953405,-0.648946011,0.51790681
27453,218168_s_at,0.258965748,-0.648907657,0.517931496
16538,207092_at,0.258966947,-0.648903931,0.517933894
12654,203206_at,0.258985291,-0.648846931,0.517970582
3747,1557593_at,0.258995927,-0.648813882,0.517991855
10146,200698_at,0.259013848,-0.648758202,0.518027695
36396,227141_at,0.259038216,-0.64868249,0.518076432
51707,242458_at,0.259038645,-0.648681158,0.51807729
3950,1557871_at,0.259041321,-0.648672845,0.518082641
7311,1563668_at,0.259062252,-0.648607814,0.518124505
33310,224036_s_at,0.259063973,-0.648602468,0.518127947
51457,242208_at,0.259078979,-0.648555849,0.518157959
9723,1570238_at,0.259093214,-0.648511629,0.518186427
34614,225357_s_at,0.259136385,-0.648377521,0.51827277
31307,222027_at,0.259141883,-0.648360443,0.518283766
29039,219755_at,0.25918765,-0.648218287,0.5183753
25177,215884_s_at,0.259200683,-0.648177807,0.518401367
30422,221139_s_at,0.259204954,-0.648164543,0.518409908
29335,220051_at,0.259246025,-0.648036989,0.518492049
22982,213682_at,0.259261404,-0.647989228,0.518522808
30854,221571_at,0.259274417,-0.647948817,0.518548834
28325,219041_s_at,0.25930461,-0.64785506,0.51860922
23169,213869_x_at,0.259319005,-0.64781036,0.51863801
27507,218222_x_at,0.259325239,-0.647791003,0.518650478
53032,243783_at,0.259341683,-0.647739944,0.518683366
4106,1558216_at,0.259428941,-0.647469033,0.518857883
33289,224015_s_at,0.259439462,-0.647436373,0.518878924
33765,224504_s_at,0.259458899,-0.647376035,0.518917798
15158,205711_x_at,0.259492707,-0.647271091,0.518985413
18385,208970_s_at,0.259554878,-0.647078121,0.519109757
24092,214796_at,0.259588246,-0.646974564,0.519176492
33874,224615_x_at,0.25977602,-0.64639193,0.519552041
42698,233447_at,0.259797936,-0.646323943,0.519595873
14591,205144_at,0.259822469,-0.646247841,0.519644938
41021,231767_at,0.259884485,-0.646055482,0.519768971
1113,1553796_at,0.259942112,-0.645876758,0.519884224
29545,220261_s_at,0.259976075,-0.645771436,0.51995215
2605,1555831_s_at,0.260039416,-0.645575028,0.520078832
14302,204855_at,0.260083584,-0.645438086,0.520167169
50960,241711_at,0.260103037,-0.645377776,0.520206075
48568,239319_at,0.260107154,-0.645365014,0.520214308
15640,206194_at,0.260138345,-0.645268319,0.52027669
35144,225887_at,0.260163137,-0.645191466,0.520326274
8281,1566462_at,0.260189722,-0.64510906,0.520379444
691,1553220_at,0.260191587,-0.64510328,0.520383173
8024,1565823_at,0.260251506,-0.644917562,0.520503012
47779,238530_at,0.260259663,-0.644892283,0.520519325
33188,223912_s_at,0.260263238,-0.644881202,0.520526475
41106,231852_at,0.260311994,-0.644730102,0.520623989
46498,237249_at,0.260396987,-0.644466743,0.520793973
38672,229418_at,0.260442561,-0.644325541,0.520885123
13727,204280_at,0.260472769,-0.644231957,0.520945538
3328,1556931_at,0.260503052,-0.644138146,0.521006105
34856,225599_s_at,0.260508146,-0.644122369,0.521016291
35356,226100_at,0.260515167,-0.644100618,0.521030335
10751,201303_at,0.260540888,-0.644020948,0.521081775
8030,1565833_at,0.260600799,-0.643835386,0.521201597
51416,242167_at,0.260629892,-0.643745282,0.521259785
44253,235004_at,0.260656994,-0.643661353,0.521313988
16987,207546_at,0.260657103,-0.643661014,0.521314207
32263,222984_at,0.260683079,-0.643580577,0.521366157
54279,37462_i_at,0.260697201,-0.643536845,0.521394403
36015,226760_at,0.260724904,-0.643451065,0.521449809
25885,216595_at,0.260749506,-0.643374892,0.521499012
8533,1566964_at,0.260761501,-0.643337754,0.521523002
12772,203325_s_at,0.260774409,-0.64329779,0.521548818
51663,242414_at,0.260778365,-0.643285543,0.521556729
49489,240240_at,0.260857986,-0.643039053,0.521715973
34584,225327_at,0.260890545,-0.64293827,0.52178109
13349,203902_at,0.260928275,-0.64282149,0.52185655
7218,1563475_s_at,0.260960861,-0.642720637,0.521921721
34192,224934_at,0.260975222,-0.642676193,0.521950443
22683,213382_at,0.261024832,-0.642522665,0.522049665
36404,227149_at,0.261054084,-0.64243215,0.522108168
36111,226856_at,0.261057014,-0.642423084,0.522114028
10087,200639_s_at,0.261089648,-0.64232211,0.522179295
36553,227298_at,0.261134182,-0.642184322,0.522268365
18905,209492_x_at,0.261144405,-0.642152695,0.52228881
40759,231505_s_at,0.261147455,-0.642143259,0.52229491
54238,36129_at,0.261207123,-0.641958676,0.522414245
36702,227447_at,0.261230169,-0.641887387,0.522460338
43249,233999_s_at,0.261231073,-0.641884589,0.522462147
46188,236939_at,0.261275178,-0.641748171,0.522550356
29233,219949_at,0.261356245,-0.641497456,0.52271249
8255,1566419_at,0.261379253,-0.641426309,0.522758505
26329,217039_x_at,0.261391578,-0.641388195,0.522783157
13719,204272_at,0.261443143,-0.641228754,0.522886286
39862,230608_at,0.261545775,-0.640911458,0.523091551
30525,221242_at,0.261565114,-0.640851678,0.523130229
24210,214915_at,0.261600486,-0.640742343,0.523200972
54290,37802_r_at,0.261608069,-0.640718904,0.523216138
42847,233596_at,0.261645076,-0.640604524,0.523290152
35902,226647_at,0.261659419,-0.640560197,0.523318837
51549,242300_at,0.26169434,-0.640452273,0.523388681
47814,238565_at,0.261782006,-0.64018138,0.523564012
7615,1564405_at,0.261792195,-0.640149897,0.523584391
18084,208668_x_at,0.261802219,-0.640118926,0.523604438
26274,216984_x_at,0.261836706,-0.640012377,0.523673412
23916,214618_at,0.261853098,-0.639961736,0.523706195
42796,233545_at,0.261904189,-0.639803905,0.523808378
22285,212982_at,0.261905944,-0.639798482,0.523811888
48552,239303_at,0.26191489,-0.639770849,0.523829779
31812,222533_at,0.261915281,-0.639769641,0.523830561
32017,222738_at,0.261932663,-0.63971595,0.523865325
13493,204046_at,0.261935579,-0.639706942,0.523871158
45830,236581_at,0.261946301,-0.639673823,0.523892602
48209,238960_s_at,0.261947432,-0.639670329,0.523894864
11622,202174_s_at,0.262016324,-0.639457551,0.524032648
18985,209575_at,0.262044649,-0.639370076,0.524089298
21343,212037_at,0.262063469,-0.639311956,0.524126938
5419,1560552_a_at,0.262075454,-0.639274946,0.524150908
44871,235622_at,0.262089949,-0.639230187,0.524179898
37526,228272_at,0.262129528,-0.639107975,0.524259056
27945,218661_at,0.262148964,-0.639047963,0.524297929
44405,235156_at,0.262169496,-0.638984572,0.524338992
3991,1557950_at,0.262231615,-0.638792794,0.524463231
25998,216708_x_at,0.262256917,-0.638714688,0.524513835
52790,243541_at,0.262258735,-0.638709077,0.52451747
28080,218796_at,0.262276979,-0.638652762,0.524553957
49002,239753_at,0.262321567,-0.638515136,0.524643133
25565,216273_at,0.262323959,-0.638507753,0.524647917
49335,240086_at,0.26238422,-0.638321769,0.524768439
27866,218581_at,0.262389203,-0.638306391,0.524778406
1498,1554340_a_at,0.262390383,-0.638302748,0.524780766
51794,242545_at,0.262473042,-0.638047677,0.524946085
42544,233292_s_at,0.262484121,-0.638013493,0.524968242
39707,230453_s_at,0.262502483,-0.637956837,0.525004967
9245,1569479_at,0.26251584,-0.637915626,0.525031681
16683,207238_s_at,0.262517493,-0.637910527,0.525034986
39452,230198_at,0.262522595,-0.637894786,0.52504519
13222,203775_at,0.26254269,-0.637832787,0.525085381
40403,231149_s_at,0.262547529,-0.63781786,0.525095058
34970,225713_at,0.262557023,-0.63778857,0.525114046
10221,200773_x_at,0.262572072,-0.637742142,0.525144145
54280,37512_at,0.26265482,-0.63748689,0.52530964
32795,223518_at,0.262668239,-0.637445499,0.525336479
35193,225936_at,0.262676465,-0.637420128,0.52535293
44547,235298_at,0.262691504,-0.637373742,0.525383009
6193,1561691_at,0.26269732,-0.637355806,0.52539464
35600,226344_at,0.262740699,-0.637222022,0.525481398
10163,200715_x_at,0.262788102,-0.637075841,0.525576204
36311,227056_at,0.262809114,-0.637011049,0.525618228
288,1552665_at,0.26282938,-0.636948558,0.525658761
28738,219454_at,0.262836059,-0.636927964,0.525672119
39132,229878_at,0.262845036,-0.636900285,0.525690073
20854,211528_x_at,0.262860457,-0.63685274,0.525720914
32888,223612_s_at,0.262868034,-0.636829379,0.525736068
12650,203202_at,0.262868704,-0.636827312,0.525737409
17,1552263_at,0.262957907,-0.636552311,0.525915813
42782,233531_at,0.262972623,-0.636506948,0.525945245
54076,244826_at,0.263000224,-0.63642187,0.526000447
27561,218276_s_at,0.263045846,-0.636281251,0.526091693
44017,234768_at,0.263060803,-0.636235155,0.526121605
30818,221535_at,0.263107508,-0.636091217,0.526215016
36007,226752_at,0.263124313,-0.63603943,0.526248626
28347,219063_at,0.26313822,-0.635996574,0.52627644
11809,202361_at,0.263171618,-0.635893661,0.526343236
9544,1569953_at,0.263189902,-0.635837322,0.526379804
24767,215474_at,0.263195567,-0.635819869,0.526391134
37287,228033_at,0.263235979,-0.635695358,0.526471958
12939,203492_x_at,0.263271163,-0.635586962,0.526542325
19917,210529_s_at,0.263275343,-0.635574085,0.526550686
24201,214906_x_at,0.26328208,-0.635553331,0.52656416
23250,213951_s_at,0.263296124,-0.635510064,0.526592249
20921,211596_s_at,0.263298299,-0.635503365,0.526596598
23391,214092_x_at,0.263317086,-0.635445494,0.526634171
15363,205916_at,0.263340699,-0.635372756,0.526681398
22079,212774_at,0.263366319,-0.635293841,0.526732638
32321,223042_s_at,0.263399978,-0.635190169,0.526799957
23233,213934_s_at,0.263479292,-0.634945907,0.526958585
19171,209763_at,0.263597004,-0.634583464,0.527194007
45920,236671_at,0.263602593,-0.634566255,0.527205186
544,1553023_a_at,0.263637647,-0.634458338,0.527275294
14581,205134_s_at,0.263652569,-0.6344124,0.527305139
36467,227212_s_at,0.263674435,-0.63434509,0.52734887
2868,1556228_a_at,0.263681075,-0.634324651,0.52736215
53111,243862_at,0.263694475,-0.634283404,0.52738895
42578,233326_at,0.263729479,-0.63417566,0.527458958
33638,224372_at,0.26374678,-0.634122408,0.527493561
42159,232906_at,0.263764674,-0.634067336,0.527529348
52695,243446_at,0.263793268,-0.633979334,0.527586536
52005,242756_at,0.263821129,-0.633893593,0.527642258
27088,217803_at,0.263821491,-0.63389248,0.527642981
24879,215586_at,0.263826166,-0.633878092,0.527652332
47986,238737_at,0.263841434,-0.633831109,0.527682867
18429,209015_s_at,0.263891251,-0.633677814,0.527782503
17446,208017_s_at,0.263930009,-0.633558562,0.527860019
46323,237074_at,0.263946571,-0.633507606,0.527893143
27840,218555_at,0.263990945,-0.633371091,0.52798189
41232,231978_at,0.263991637,-0.633368964,0.527983273
26595,217310_s_at,0.26400108,-0.633339913,0.52800216
41421,232167_at,0.26400679,-0.633322347,0.52801358
28455,219171_s_at,0.264008244,-0.633317873,0.528016489
35655,226399_at,0.264176232,-0.632801188,0.528352463
23957,214661_s_at,0.264188284,-0.632764123,0.528376569
37944,228690_s_at,0.26419163,-0.632753835,0.52838326
37250,227996_at,0.264213592,-0.632686301,0.528427184
44249,235000_at,0.264265632,-0.632526285,0.528531264
33680,224417_at,0.264275809,-0.632494992,0.528551619
12197,202749_at,0.264298276,-0.632425918,0.528596552
27854,218569_s_at,0.264308285,-0.632395144,0.528616571
38180,228926_s_at,0.26433854,-0.632302129,0.528677081
2559,1555772_a_at,0.264340133,-0.632297232,0.528680266
10542,201094_at,0.264340152,-0.632297176,0.528680303
23071,213771_at,0.264418977,-0.632054866,0.528837953
15075,205628_at,0.264428566,-0.632025392,0.528857131
43321,234071_at,0.264450997,-0.631956447,0.528901993
44315,235066_at,0.264474235,-0.631885025,0.528948469
34002,224743_at,0.264477554,-0.631874823,0.528955108
5835,1561208_at,0.264484386,-0.631853824,0.528968773
39996,230742_at,0.264502297,-0.631798778,0.529004595
520,1552986_at,0.264512078,-0.631768721,0.529024155
19656,210256_s_at,0.264534541,-0.631699686,0.529069083
19380,209974_s_at,0.264537133,-0.631691722,0.529074266
18241,208826_x_at,0.264537297,-0.631691217,0.529074595
26007,216717_at,0.264552997,-0.631642971,0.529105994
4852,1559544_s_at,0.264574782,-0.631576029,0.529149563
33546,224278_at,0.264585506,-0.631543074,0.529171013
20030,210645_s_at,0.264621773,-0.63143164,0.529243545
37175,227921_at,0.264640019,-0.631375577,0.529280039
12062,202614_at,0.264642876,-0.6313668,0.529285752
22270,212967_x_at,0.264729299,-0.631101292,0.529458599
46213,236964_at,0.264733064,-0.631089729,0.529466127
29206,219922_s_at,0.264739906,-0.63106871,0.529479812
22749,213448_at,0.264789012,-0.630917871,0.529578024
9271,1569520_at,0.264815763,-0.630835706,0.529631526
48493,239244_at,0.264837109,-0.630770146,0.529674217
44271,235022_at,0.264849648,-0.630731636,0.529699295
42643,233392_at,0.264855343,-0.630714144,0.529710686
45085,235836_at,0.264862425,-0.630692396,0.529724849
2836,1556181_at,0.264873919,-0.630657095,0.529747838
53654,244404_at,0.264877207,-0.630646999,0.529754414
21171,211862_x_at,0.264885443,-0.630621707,0.529770885
38714,229460_at,0.264891921,-0.630601811,0.529783843
36886,227632_at,0.264917781,-0.630522399,0.529835562
18885,209472_at,0.264935848,-0.63046692,0.529871696
32683,223406_x_at,0.265036743,-0.630157135,0.530073486
11409,201961_s_at,0.265043772,-0.630135556,0.530087543
35345,226089_at,0.265083617,-0.630013233,0.530167235
44867,235618_at,0.265105778,-0.629945206,0.530211556
31213,221933_at,0.265112568,-0.629924362,0.530225137
11451,202003_s_at,0.265122592,-0.629893594,0.530245184
39751,230497_at,0.265168357,-0.629753121,0.530336714
34920,225663_at,0.265168815,-0.629751717,0.530337629
655,1553172_at,0.265180951,-0.629714466,0.530361903
10040,200099_s_at,0.265193183,-0.629676923,0.530386367
553,1553034_at,0.265205497,-0.629639131,0.530410995
23799,214500_at,0.265368762,-0.62913814,0.530737524
8238,1566288_at,0.265407662,-0.629018796,0.530815324
12761,203314_at,0.265452735,-0.628880523,0.530905471
48453,239204_at,0.265474938,-0.628812417,0.530949875
3521,1557240_a_at,0.265497293,-0.628743845,0.530994585
2759,1556057_s_at,0.265570178,-0.628520298,0.531140355
45030,235781_at,0.265572193,-0.628514119,0.531144385
43991,234742_at,0.265589821,-0.628460056,0.531179642
19168,209760_at,0.265612806,-0.628389568,0.531225612
48487,239238_at,0.265641778,-0.628300722,0.531283557
21259,211951_at,0.265642326,-0.628299043,0.531284652
47635,238386_x_at,0.265693043,-0.628143527,0.531386087
15462,206015_s_at,0.265806267,-0.627796402,0.531612535
18417,209003_at,0.265821229,-0.627750539,0.531642457
40218,230964_at,0.265823275,-0.627744267,0.531646549
27074,217789_at,0.265858592,-0.627636009,0.531717184
13482,204035_at,0.265932534,-0.627409379,0.531865069
9955,200014_s_at,0.265956387,-0.627336277,0.531912775
52597,243348_at,0.265993705,-0.627221918,0.53198741
22943,213643_s_at,0.266000588,-0.627200827,0.532001175
22330,213027_at,0.266025391,-0.627124824,0.532050781
35240,225984_at,0.266026032,-0.627122858,0.532052064
41779,232525_at,0.266049578,-0.627050712,0.532099155
53181,243932_at,0.266080088,-0.626957228,0.532160177
837,1553418_a_at,0.266112797,-0.626857016,0.532225595
17789,208368_s_at,0.266197723,-0.626596851,0.532395446
3556,1557300_s_at,0.266210311,-0.626558293,0.532420622
13469,204022_at,0.266230484,-0.626496502,0.532460968
27151,217866_at,0.266240111,-0.626467015,0.532480222
8366,1566632_at,0.266257145,-0.626414842,0.532514291
35366,226110_at,0.266418934,-0.625919391,0.532837867
13979,204532_x_at,0.266445279,-0.625838726,0.532890558
23442,214143_x_at,0.266455815,-0.625806467,0.532911631
14600,205153_s_at,0.266475085,-0.625747471,0.53295017
12097,202649_x_at,0.266490621,-0.625699908,0.532981243
47168,237919_at,0.266506595,-0.625651006,0.53301319
22223,212919_at,0.266565919,-0.625469406,0.533131837
46247,236998_at,0.266569486,-0.625458485,0.533138973
19893,210502_s_at,0.266604139,-0.625352418,0.533208278
27269,217984_at,0.266611335,-0.625330391,0.533222671
5243,1560238_at,0.266643392,-0.625232279,0.533286783
35930,226675_s_at,0.266657058,-0.625190452,0.533314117
9091,1569208_a_at,0.266658738,-0.625185311,0.533317476
5644,1560926_at,0.266659069,-0.625184299,0.533318138
21180,211871_x_at,0.266671461,-0.625146373,0.533342923
3198,1556740_at,0.266677249,-0.625128662,0.533354497
9821,1570393_at,0.266731563,-0.624962449,0.533463126
23122,213822_s_at,0.266765636,-0.624858188,0.533531273
12927,203480_s_at,0.266775432,-0.624828215,0.533550864
46816,237567_at,0.266807038,-0.624731512,0.533614076
44257,235008_at,0.266870625,-0.624536975,0.533741249
48197,238948_at,0.2668893,-0.624479843,0.533778601
25456,216164_at,0.266918312,-0.624391098,0.533836623
31577,222298_at,0.266949897,-0.624294484,0.533899793
9972,200031_s_at,0.267016137,-0.624091885,0.534032274
31224,221944_at,0.267080751,-0.623894285,0.534161502
46047,236798_at,0.267137206,-0.623721657,0.534274412
35558,226302_at,0.267162138,-0.623645426,0.534324276
31677,222398_s_at,0.267172239,-0.623614542,0.534344478
18529,209115_at,0.267212035,-0.623492875,0.534424069
50915,241666_at,0.267235343,-0.623421617,0.534470687
27180,217895_at,0.267274877,-0.623300765,0.534549754
22236,212932_at,0.267390742,-0.622946625,0.534781484
11339,201891_s_at,0.267401942,-0.622912397,0.534803884
40805,231551_at,0.267416685,-0.622867342,0.534833369
35292,226036_x_at,0.267434137,-0.622814007,0.534868275
22088,212783_at,0.267492004,-0.622637182,0.534984009
31174,221894_at,0.2675414,-0.622486258,0.5350828
1359,1554149_at,0.267565593,-0.622412344,0.535131185
54638,AFFX-HUMRGE/M10098_M_at,0.26756972,-0.622399734,0.53513944
46639,237390_at,0.267601381,-0.622303011,0.535202761
25553,216261_at,0.267614063,-0.622264267,0.535228127
23127,213827_at,0.267619077,-0.622248951,0.535238154
29833,220549_at,0.267619415,-0.622247919,0.535238829
28739,219455_at,0.267726257,-0.621921569,0.535452514
6079,1561532_at,0.267745425,-0.621863028,0.53549085
3983,1557919_a_at,0.267748559,-0.621853455,0.535497119
27806,218521_s_at,0.267750379,-0.621847897,0.535500758
53500,244250_at,0.267766312,-0.621799239,0.535532624
13741,204294_at,0.267833387,-0.621594407,0.535666774
6940,1562965_at,0.26793732,-0.621277073,0.53587464
23616,214317_x_at,0.267942422,-0.621261496,0.535884844
15135,205688_at,0.26796248,-0.621200262,0.53592496
26405,217118_s_at,0.267971792,-0.621171834,0.535943585
2916,1556301_at,0.267979128,-0.621149441,0.535958255
46660,237411_at,0.268003337,-0.621075537,0.536006675
54153,32029_at,0.268023251,-0.621014752,0.536046501
42549,233297_s_at,0.26803953,-0.620965059,0.536079061
32070,222791_at,0.26805911,-0.620905297,0.53611822
48991,239742_at,0.268059221,-0.620904958,0.536118442
39370,230116_at,0.26808405,-0.620829175,0.5361681
24163,214868_at,0.26812671,-0.620698978,0.536253419
53575,244325_at,0.268131556,-0.620684189,0.536263112
27148,217863_at,0.268145497,-0.620641644,0.536290994
30917,221636_s_at,0.268166093,-0.620578791,0.536332186
28250,218966_at,0.26819351,-0.620495127,0.53638702
19851,210453_x_at,0.26823461,-0.620369716,0.53646922
28993,219709_x_at,0.268275367,-0.620245361,0.536550734
53587,244337_at,0.268285975,-0.620212999,0.536571949
31619,222340_at,0.268327197,-0.620087237,0.536654394
33578,224310_s_at,0.268351325,-0.620013632,0.53670265
16844,207401_at,0.268363788,-0.619975614,0.536727576
18270,208855_s_at,0.268397831,-0.619871768,0.536795662
30787,221504_s_at,0.26841187,-0.619828945,0.536823741
13052,203605_at,0.268421416,-0.619799831,0.536842831
49613,240364_at,0.268433364,-0.619763387,0.536866728
23493,214194_at,0.268451073,-0.619709374,0.536902146
6301,1561917_at,0.268483095,-0.61961171,0.53696619
26278,216988_s_at,0.268490409,-0.619589405,0.536980818
46057,236808_at,0.268493983,-0.619578505,0.536987966
25367,216075_at,0.268501746,-0.619554831,0.537003492
18842,209429_x_at,0.268511869,-0.61952396,0.537023737
53925,244675_at,0.268540336,-0.619437146,0.537080673
37103,227849_at,0.268551199,-0.619404021,0.537102399
25817,216527_at,0.268603874,-0.619243404,0.537207748
31034,221754_s_at,0.268651518,-0.619098139,0.537303036
17320,207881_at,0.268703817,-0.618938698,0.537407633
25778,216487_at,0.268711722,-0.6189146,0.537423444
12221,202773_s_at,0.268716995,-0.618898525,0.53743399
47937,238688_at,0.268733459,-0.618848335,0.537466918
27257,217972_at,0.268771271,-0.618733077,0.537542542
8752,1568604_a_at,0.268784394,-0.618693077,0.537568788
327,1552719_at,0.268797893,-0.618651931,0.537595786
43950,234701_at,0.268876527,-0.618412277,0.537753054
32904,223628_at,0.268890595,-0.618369404,0.53778119
13069,203622_s_at,0.268894968,-0.618356077,0.537789936
21745,212440_at,0.268895406,-0.618354744,0.537790811
24329,215035_at,0.26890874,-0.61831411,0.53781748
37439,228185_at,0.26891883,-0.618283361,0.537837661
16838,207395_at,0.268968712,-0.618131365,0.537937425
5023,1559842_at,0.269006939,-0.618014892,0.538013879
35291,226035_at,0.269100172,-0.617730862,0.538200343
17439,208010_s_at,0.26910087,-0.617728734,0.53820174
2025,1555043_at,0.269125078,-0.617654992,0.538250157
12054,202606_s_at,0.269187929,-0.617463557,0.538375857
194,1552531_a_at,0.269191368,-0.617453082,0.538382736
45708,236459_at,0.269219495,-0.617367417,0.53843899
4575,1559062_at,0.269221915,-0.617360047,0.538443831
4924,1559658_at,0.269227241,-0.617343828,0.538454482
7822,1565082_x_at,0.269252472,-0.617266988,0.538504945
27622,218337_at,0.269351134,-0.616966559,0.538702267
33964,224705_s_at,0.269374216,-0.616896281,0.538748431
54665,AFFX-r2-Ec-bioD-3_at,0.26939773,-0.616824689,0.53879546
21709,212404_s_at,0.269426967,-0.616735679,0.538853935
5381,1560492_at,0.269491677,-0.616538693,0.538983354
41362,232108_at,0.269516852,-0.616462063,0.539033704
46089,236840_at,0.269526573,-0.616432476,0.539053145
31753,222474_s_at,0.269528029,-0.616428043,0.539056058
37422,228168_at,0.269529831,-0.616422557,0.539059662
31084,221804_s_at,0.269615175,-0.616162813,0.539230351
42883,233632_s_at,0.269635795,-0.616100063,0.53927159
18224,208809_s_at,0.269658546,-0.61603083,0.539317092
6864,1562860_at,0.269663771,-0.616014931,0.539327542
49497,240248_at,0.269680569,-0.615963817,0.539361137
43412,234162_at,0.269716704,-0.615853865,0.539433408
28180,218896_s_at,0.26972293,-0.615834923,0.539445859
36256,227001_at,0.269756434,-0.615732983,0.539512869
29487,220203_at,0.269828187,-0.615514696,0.539656373
16386,206940_s_at,0.269828398,-0.615514053,0.539656796
47207,237958_at,0.269850938,-0.615445489,0.539701875
47601,238352_s_at,0.269870456,-0.615386116,0.539740912
2094,1555141_a_at,0.269885257,-0.615341095,0.539770515
25093,215800_at,0.269894932,-0.615311666,0.539789865
620,1553126_a_at,0.269914245,-0.615252926,0.53982849
21594,212288_at,0.269935707,-0.615187649,0.539871414
54369,40850_at,0.269988164,-0.615028114,0.539976327
14396,204949_at,0.269989687,-0.615023482,0.539979374
25816,216526_x_at,0.270078958,-0.614752021,0.540157917
16999,207558_s_at,0.270105,-0.614672842,0.540209999
884,1553472_at,0.270189522,-0.614415875,0.540379045
27173,217888_s_at,0.270204975,-0.614368899,0.540409951
12159,202711_at,0.27027821,-0.61414629,0.540556421
11077,201629_s_at,0.270283073,-0.614131511,0.540566146
12459,203010_at,0.270294285,-0.614097433,0.54058857
36022,226767_s_at,0.270325078,-0.614003844,0.540650156
50046,240797_at,0.270350633,-0.61392618,0.540701265
5712,1561033_at,0.270355006,-0.613912889,0.540710013
27665,218380_at,0.270380376,-0.613835791,0.540760752
3547,1557286_at,0.270420538,-0.613713749,0.540841076
51117,241868_at,0.27042915,-0.613687582,0.540858299
42972,233721_x_at,0.27047305,-0.613554192,0.5409461
50851,241602_at,0.270483729,-0.613521747,0.540967457
11310,201862_s_at,0.270504804,-0.613457714,0.541009609
46126,236877_at,0.270540182,-0.613350234,0.541080364
32075,222796_at,0.270564331,-0.613276873,0.541128662
34239,224981_at,0.270577337,-0.613237363,0.541154674
26650,217365_at,0.270579436,-0.613230985,0.541158873
30148,220864_s_at,0.270584664,-0.613215106,0.541169328
43502,234252_at,0.270598967,-0.613171657,0.541197935
48145,238896_at,0.270599375,-0.61317042,0.541198749
13272,203825_at,0.27060301,-0.613159377,0.54120602
43140,233890_at,0.27062163,-0.613102818,0.54124326
15628,206182_at,0.27071374,-0.612823057,0.541427481
17612,208186_s_at,0.270722753,-0.612795685,0.541445507
22941,213641_at,0.270762574,-0.612674756,0.541525149
46204,236955_at,0.270771759,-0.612646866,0.541543518
13262,203815_at,0.27078575,-0.612604381,0.5415715
19861,210463_x_at,0.270790409,-0.612590233,0.541580818
5328,1560404_a_at,0.270792159,-0.612584918,0.541584319
15141,205694_at,0.270807995,-0.612536834,0.54161599
49835,240586_at,0.270870888,-0.612345873,0.541741777
1893,1554868_s_at,0.270900461,-0.61225609,0.541800922
50217,240968_at,0.270903952,-0.612245493,0.541807903
16532,207086_x_at,0.270912328,-0.612220064,0.541824656
2723,1555998_at,0.27091912,-0.612199443,0.541838241
7706,1564670_at,0.270957019,-0.612084393,0.541914039
10660,201212_at,0.27099078,-0.611981914,0.541981559
16608,207162_s_at,0.270991296,-0.611980346,0.541982593
15500,206054_at,0.270992955,-0.611975311,0.54198591
27534,218249_at,0.271045443,-0.611815998,0.542090886
21664,212359_s_at,0.271063152,-0.611762249,0.542126305
42689,233438_at,0.271137507,-0.611536599,0.542275014
53027,243778_at,0.271200995,-0.611343952,0.54240199
